,price,p,pos,strat_eq,bh_eq
1982-02-11,182.25,0.35356480346173047,1,0.932082033447553,0.932082033447553
1982-02-12,182.52,0.35383144297748803,1,0.9334628957193273,0.9334628957193273
1982-02-16,180.71,0.3526242598623037,1,0.9242060041937302,0.9242060041937302
1982-02-17,181.25,0.3521705139160156,1,0.9269677287372785,0.9269677287372785
1982-02-18,181.38,0.3521705139160156,1,0.9276325883496143,0.9276325883496143
1982-02-19,180.65,0.35241267920583486,1,0.9238991459111138,0.9238991459111138
1982-02-22,179.07,0.3527202885329723,1,0.9158185444688798,0.9158185444688798
1982-02-23,177.49,0.3541578771278262,1,0.907737943026646,0.907737943026646
1982-02-24,178.58,0.35388562732487916,1,0.9133125351608454,0.9133125351608454
1982-02-25,179.44,0.35388562732487916,1,0.9177108372116816,0.9177108372116816
1982-02-26,179.43,0.35531461981236934,1,0.9176596941645789,0.9176596941645789
1982-03-01,180.13,0.4096730522155762,1,0.9212397074617712,0.9212397074617712
1982-03-02,180.14,0.4094391002595425,1,0.9212908505088738,0.9212908505088738
1982-03-03,178.01,0.4096977667227388,1,0.9103973814759888,0.9103973814759888
1982-03-04,176.29,0.4092324155658484,1,0.9016007773743164,0.9016007773743164
1982-03-05,173.97,0.40990268842279914,1,0.8897355904464793,0.8897355904464793
1982-03-08,171.03,0.3888275153741241,1,0.8746995345982719,0.8746995345982719
1982-03-09,169.71,0.3891592310547829,1,0.8679486523807094,0.8679486523807094
1982-03-10,170.42,0.389257662537694,1,0.8715798087250043,0.8715798087250043
1982-03-11,170.09,0.3894341723799706,1,0.8698920881706137,0.8698920881706137
1982-03-12,168.23,0.3894341723799706,1,0.8603794814095028,0.8603794814095028
1982-03-15,167.92,0.3894359940469265,1,0.8587940469493176,0.8587940469493176
1982-03-16,168.28,0.3893063194856048,1,0.8606351966450164,0.8606351966450164
1982-03-17,168.2,0.3893063194856048,1,0.8602260522681944,0.8602260522681944
1982-03-18,170.13,0.38901323413401845,1,0.8700966603590244,0.8700966603590244
1982-03-19,171.76,0.38849946165382865,1,0.878432977036772,0.878432977036772
1982-03-22,173.83,0.3872375624060631,1,0.8890195877870406,0.8890195877870406
1982-03-23,174.95,0.38710244845524433,1,0.894747609062548,0.894747609062548
1982-03-24,174.84,0.38710244845524433,1,0.894185035544418,0.894185035544418
1982-03-25,175.83,0.3867561608359218,1,0.89924819720759,0.89924819720759
1982-03-26,175.2,0.38710244845524433,1,0.8960261852401169,0.8960261852401169
1982-03-29,175.5,0.38710244845524433,1,0.8975604766531995,0.8975604766531995
1982-03-30,175.42,0.38758116083145144,1,0.8971513322763774,0.8971513322763774
1982-03-31,175.65,0.3873266969613731,1,0.8983276223597407,0.8983276223597407
1982-04-01,177.31,0.39876943785846236,1,0.9068173681787965,0.9068173681787965
1982-04-02,178.56,0.3979135575346649,1,0.9132102490666397,0.9132102490666397
1982-04-05,178.21,0.3981156717628241,1,0.9114202424180436,0.9114202424180436
1982-04-06,178.68,0.397627408207953,1,0.9138239656318727,0.9138239656318727
1982-04-07,179.91,0.3976457901872695,1,0.9201145604255105,0.9201145604255105
1982-04-08,181.15,0.3785939168289304,1,0.9264562982662512,0.9264562982662512
1982-04-12,180.89,0.3786249196261168,1,0.9251265790415797,0.9251265790415797
1982-04-13,180.76,0.37705418915599587,1,0.924461719429244,0.924461719429244
1982-04-14,180.41,0.37734744330979886,1,0.922671712780648,0.922671712780648
1982-04-15,181.12,0.37771558231785896,1,0.926302869124943,0.926302869124943
1982-04-16,182.25,0.37774672807306053,1,0.9320820334475532,0.9320820334475532
1982-04-19,182.37,0.3765718245983124,1,0.9326957500127863,0.9326957500127863
1982-04-20,181.94,0.35706699295975264,1,0.9304965989873681,0.9304965989873681
1982-04-21,182.32,0.356522539454326,1,0.9324400347772726,0.9324400347772726
1982-04-22,183.66,0.35692595183923836,1,0.9392932030890407,0.9392932030890407
1982-04-23,184.93,0.3715628030464053,1,0.9457883700710896,0.9457883700710896
1982-04-26,185.8,0.3758773899741471,1,0.9502378151690286,0.9502378151690286
1982-04-27,184.72,0.371656429836154,1,0.9447143660819319,0.9447143660819319
1982-04-28,184.89,0.35683479910790916,1,0.9455837978826785,0.9455837978826785
1982-04-29,184.15,0.35632386716157194,1,0.9417992123970754,0.9417992123970754
1982-04-30,184.7,0.35651809588149186,1,0.9446120799877263,0.9446120799877263
1982-05-03,184.97,0.35674951114766296,1,0.9459929422595006,0.9459929422595006
1982-05-04,185.95,0.37179027113467455,1,0.9510049608755696,0.9510049608755696
1982-05-05,185.88,0.35684148134738203,1,0.9506469595458504,0.9506469595458504
1982-05-06,187.27,0.35688355640582736,1,0.9577558430931323,0.9577558430931323
1982-05-07,188.13,0.3565850018624216,1,0.9621541451439686,0.9621541451439686
1982-05-10,187.57,0.3708011521944776,1,0.9592901345062148,0.9592901345062148
1982-05-11,188.19,0.3561698748365044,1,0.962461003426585,0.962461003426585
1982-05-12,188.06,0.3561011521944776,1,0.9617961438142493,0.9617961438142493
1982-05-13,187.66,0.3561415013957768,1,0.9597504219301395,0.9597504219301395
1982-05-14,188.22,0.3562340136252343,1,0.9626144325678934,0.9626144325678934
1982-05-17,186.9,0.3564203256376087,1,0.9558635503503309,0.9558635503503309
1982-05-18,185.81,0.35637167357914146,1,0.9502889582161315,0.9502889582161315
1982-05-19,183.91,0.3572840719118714,1,0.9405717792666096,0.9405717792666096
1982-05-20,182.72,0.3256125855237246,1,0.9344857566613828,0.9344857566613828
1982-05-21,182.4,0.3570167709242552,1,0.9328491791540949,0.9328491791540949
1982-05-24,181.71,0.3571167553875595,1,0.9293203089040054,0.9293203089040054
1982-05-25,181.12,0.35703817783929404,1,0.9263028691249433,0.9263028691249433
1982-05-26,178.76,0.3246034434974194,1,0.9142331100086951,0.9142331100086951
1982-05-27,178.37,0.3247090256750584,1,0.9122385311716881,0.9122385311716881
1982-05-28,178.54,0.32459031371176245,1,0.9131079629724348,0.9131079629724348
1982-06-01,177.36,0.38772352543622257,1,0.9070730834143108,0.9070730834143108
1982-06-02,177.82,0.41945039781071247,1,0.909425663581037,0.909425663581037
1982-06-03,177.1,0.3873358326122165,1,0.9057433641896393,0.9057433641896393
1982-06-04,174.82,0.4211068297483027,1,0.894082749450213,0.894082749450213
1982-06-07,173.87,0.42242032054141165,1,0.8892241599754522,0.8892241599754522
1982-06-08,173.28,0.3659100442461669,1,0.8862067201963902,0.8862067201963902
1982-06-09,170.94,0.365690515217185,1,0.8742392471743475,0.8742392471743475
1982-06-10,171.37,0.3658557453460991,1,0.8764383981997657,0.8764383981997657
1982-06-11,173.55,0.36526796298921105,1,0.8875875824681645,0.8875875824681645
1982-06-14,172.15,0.3652221735835075,1,0.88042755587378,0.88042755587378
1982-06-15,171.19,0.36522336474508044,1,0.8755178233519163,0.8755178233519163
1982-06-16,171.44,0.3653895690374076,1,0.876796399529485,0.876796399529485
1982-06-17,169.85,0.36559120410010215,1,0.8686646550401482,0.8686646550401482
1982-06-18,168.5,0.3656434806331992,1,0.8617603436812775,0.8617603436812775
1982-06-21,168.0,0.36502849457673725,1,0.8592031913261402,0.8592031913261402
1982-06-22,169.05,0.3519209581576288,1,0.8645732112719287,0.8645732112719287
1982-06-23,170.86,0.3649611224688589,1,0.8738301027975257,0.8738301027975257
1982-06-24,171.12,0.34990035324916247,1,0.875159822022197,0.875159822022197
1982-06-25,170.48,0.3502955634761602,1,0.8718866670076212,0.8718866670076212
1982-06-28,171.07,0.34999271507002416,1,0.8749041067866833,0.8749041067866833
1982-06-29,170.53,0.33560325131118296,1,0.872142382243135,0.872142382243135
1982-06-30,171.3,0.3353887702833861,1,0.8760803968700465,0.8760803968700465
1982-07-01,170.6,0.33634335566610096,1,0.8725003835728542,0.8725003835728542
1982-07-02,170.05,0.3369166862249374,1,0.8696875159822032,0.8696875159822032
1982-07-06,169.22,0.3368110132433474,1,0.8654426430726752,0.8654426430726752
1982-07-07,168.08,0.33695726953744887,1,0.8596123357029621,0.8596123357029621
1982-07-08,166.8,0.3665730554640293,1,0.8530660256738106,0.8530660256738106
1982-07-09,168.07,0.33977201599925755,1,0.8595611926558593,0.8595611926558593
1982-07-12,168.85,0.30834830984473227,1,0.8635503503298735,0.8635503503298735
1982-07-13,169.35,0.33877206007316707,1,0.8661075026850109,0.8661075026850109
1982-07-14,169.21,0.3389872449479997,1,0.8653915000255725,0.8653915000255725
1982-07-15,169.61,0.3389872449479997,1,0.8674372219096824,0.8674372219096824
1982-07-16,170.18,0.34199130554050206,1,0.8703523755945388,0.8703523755945388
1982-07-19,170.09,0.30612625427544116,1,0.869892088170614,0.869892088170614
1982-07-20,170.83,0.2889719757504761,1,0.8736766736562174,0.8736766736562174
1982-07-21,171.54,0.2869058757342398,1,0.8773078300005123,0.8773078300005123
1982-07-22,172.06,0.2869887112893164,1,0.8799672684498552,0.8799672684498552
1982-07-23,172.11,0.2869887112893164,1,0.8802229836853689,0.8802229836853689
1982-07-26,171.45,0.28810075933784246,1,0.8768475425765875,0.8768475425765875
1982-07-27,170.71,0.28796156665980815,1,0.8730629570909844,0.8730629570909844
1982-07-28,168.37,0.2882692109115422,1,0.8610954840689417,0.8610954840689417
1982-07-29,167.6,0.32011225803494453,1,0.8571574694420301,0.8571574694420301
1982-07-30,167.35,0.31655350683927536,1,0.8558788932644614,0.8558788932644614
1982-08-02,168.37,0.288358539647609,1,0.8610954840689415,0.8610954840689415
1982-08-03,167.97,0.2885687032967806,1,0.8590497621848316,0.8590497621848316
1982-08-04,166.56,0.31782893075346946,1,0.8518385925433445,0.8518385925433445
1982-08-05,165.15,0.32438865660429,1,0.8446274229018572,0.8446274229018572
1982-08-06,163.59,0.3318383990108967,1,0.8366491075538287,0.8366491075538287
1982-08-09,161.38,0.33093776910305023,1,0.8253464941441216,0.8253464941441216
1982-08-10,161.32,0.3253429418683052,1,0.8250396358615052,0.8250396358615052
1982-08-11,160.77,0.3254486134529114,1,0.8222267682708542,0.8222267682708542
1982-08-12,159.84,0.34312947450876236,1,0.8174704648902987,0.8174704648902987
1982-08-13,159.14,0.3332363365471363,1,0.8138904515931064,0.8138904515931064
1982-08-16,159.68,0.34343995882868766,1,0.8166521761366548,0.8166521761366548
1982-08-17,162.28,0.33202686144709587,1,0.8299493683833687,0.8299493683833687
1982-08-18,164.99,0.3225903434932232,1,0.843809134148213,0.843809134148213
1982-08-19,164.92,0.3268290905535221,1,0.8434511328184937,0.8434511328184937
1982-08-20,166.96,0.3519811218857765,1,0.853884314427454,0.853884314427454
1982-08-23,169.88,0.29099291174411773,1,0.8688180841814559,0.8688180841814559
1982-08-24,172.23,0.2889810282059014,1,0.8808367002506012,0.8808367002506012
1982-08-25,174.93,0.2859690043397248,1,0.8946453229683428,0.8946453229683428
1982-08-26,178.17,0.28543704848475754,1,0.9112156702296325,0.9112156702296325
1982-08-27,177.6,0.2853195158086717,1,0.908300516544776,0.908300516544776
1982-08-30,178.98,0.2847854709971696,1,0.9153582570449549,0.9153582570449549
1982-08-31,177.71,0.2851738939780742,1,0.9088630900629062,0.9088630900629062
1982-09-01,177.3,0.3569179096359759,1,0.9067662251316936,0.9067662251316936
1982-09-02,179.59,0.35622625175006684,1,0.9184779829182225,0.9184779829182225
1982-09-03,182.05,0.3565292193654924,1,0.9310591725054982,0.9310591725054982
1982-09-07,180.88,0.35656146408133205,1,0.9250754359944768,0.9250754359944768
1982-09-08,181.79,0.2779748172584921,1,0.9297294532808267,0.9297294532808267
1982-09-09,182.77,0.27790600229911505,1,0.9347414718968959,0.9347414718968959
1982-09-10,182.47,0.277895473697409,1,0.9332071804838136,0.9332071804838136
1982-09-13,182.9,0.2778010445732623,1,0.9354063315092317,0.9354063315092317
1982-09-14,184.6,0.27827655692510306,1,0.9441006495166985,0.9441006495166985
1982-09-15,186.31,0.2778150155760348,1,0.9528461105712682,0.9528461105712682
1982-09-16,186.8,0.27785651973374187,1,0.9553521198793028,0.9553521198793028
1982-09-17,186.61,0.2778844687242061,1,0.9543804019843507,0.9543804019843507
1982-09-20,186.0,0.2777639632664621,1,0.9512606761110831,0.9512606761110831
1982-09-21,187.91,0.2777498807378113,1,0.9610289981077077,0.9610289981077077
1982-09-22,188.62,0.2778203567110002,1,0.9646601544520028,0.9646601544520028
1982-09-23,188.15,0.2778837958436459,1,0.9622564312381737,0.9622564312381737
1982-09-24,188.61,0.2780263997234404,1,0.9646090114049002,0.9646090114049002
1982-09-27,188.64,0.2790402332872152,1,0.9647624405462083,0.9647624405462083
1982-09-28,189.04,0.27807836286649107,1,0.9668081624303182,0.9668081624303182
1982-09-29,188.26,0.2780263997234404,1,0.9628190047563039,0.9628190047563039
1982-09-30,187.65,0.2779487674675882,1,0.9596992788830364,0.9596992788830364
1982-10-01,188.7,0.27566083852946754,1,0.9650692988288246,0.9650692988288246
1982-10-04,188.02,0.2931017488062382,1,0.9615915716258381,0.9615915716258381
1982-10-05,188.77,0.27535042685270306,1,0.965427300158544,0.965427300158544
1982-10-06,191.98,0.27550235164165493,1,0.9818442182785256,0.9818442182785256
1982-10-07,195.59,0.27090431046020236,1,1.0003068582826171,1.0003068582826171
1982-10-08,198.19,0.271139318652451,1,1.0136040505293311,1.0136040505293311
1982-10-11,202.31,0.2710722218668088,1,1.0346749859356628,1.0346749859356628
1982-10-12,202.16,0.27103852580115195,1,1.0339078402291215,1.0339078402291215
1982-10-13,205.17,0.27104357228893783,1,1.049301897407048,1.049301897407048
1982-10-14,204.85,0.27107248880714174,1,1.0476653198997603,1.0476653198997603
1982-10-15,204.46,0.27070278063695874,1,1.0456707410627533,1.0456707410627533
1982-10-18,206.61,0.2706659200536087,1,1.0566664961898438,1.0566664961898438
1982-10-19,207.48,0.2706444628471508,1,1.0611159412877826,1.0611159412877826
1982-10-20,210.7,0.270914394704625,1,1.0775840024548669,1.0775840024548669
1982-10-21,214.28,0.27076567308325317,1,1.09589321331765,1.09589321331765
1982-10-22,215.29,0.27091534663271155,1,1.1010586610750273,1.1010586610750273
1982-10-25,209.92,0.2753605703525245,1,1.0735948447808523,1.0735948447808523
1982-10-26,209.92,0.27504449530318376,1,1.0735948447808523,1.0735948447808523
1982-10-27,212.2,0.2734150803349912,1,1.0852554595202786,1.0852554595202786
1982-10-28,211.87,0.27282802301272746,1,1.083567738965888,1.083567738965888
1982-10-29,212.63,0.2721855058968067,1,1.0874546105456966,1.0874546105456966
1982-11-01,214.52,0.33540329957250503,1,1.0971206464481158,1.0971206464481158
1982-11-02,217.65,0.3356092283815145,1,1.1131284201912754,1.1131284201912754
1982-11-03,222.77,0.3354739686787128,1,1.1393136603078815,1.1393136603078815
1982-11-04,225.01,0.335514537788555,1,1.1507697028588966,1.1507697028588966
1982-11-05,227.03,0.33574009713120756,1,1.1611005983736515,1.1611005983736515
1982-11-08,226.74,0.2574720317795873,1,1.159617450007672,1.159617450007672
1982-11-09,230.19,0.2574720317795873,1,1.1772618012581195,1.1772618012581195
1982-11-10,230.41,0.2574710990600288,1,1.17838694829438,1.17838694829438
1982-11-11,231.52,0.25774274396896363,1,1.184063826522785,1.184063826522785
1982-11-12,232.61,0.2576432836074382,1,1.1896384186569842,1.1896384186569842
1982-11-15,229.34,0.2613159213513136,1,1.172914642254386,1.172914642254386
1982-11-16,224.97,0.26605498886853457,1,1.1505651306704856,1.1505651306704856
1982-11-17,227.75,0.29705199939906596,1,1.1647828977650492,1.1647828977650492
1982-11-18,229.28,0.2799196577116847,1,1.1726077839717695,1.1726077839717695
1982-11-19,229.41,0.2695451164335012,1,1.1732726435841052,1.1732726435841052
1982-11-22,225.79,0.25520311962515113,1,1.154758860532911,1.154758860532911
1982-11-23,225.17,0.2555708132281899,1,1.1515879916125409,1.1515879916125409
1982-11-24,226.88,0.2545670365512371,1,1.1603334526671107,1.1603334526671107
1982-11-26,228.64,0.2534736089006066,1,1.169334628957194,1.169334628957194
1982-11-29,228.39,0.2513978263892233,1,1.1680560527796253,1.1680560527796253
1982-11-30,232.31,0.2474693961272016,1,1.188104127243902,1.188104127243902
1982-12-01,235.59,0.22789128320552407,1,1.2048790466936028,1.2048790466936028
1982-12-02,236.18,0.22775011658929287,1,1.207896486472665,1.207896486472665
1982-12-03,237.16,0.2280664098009467,1,1.212908505088734,1.212908505088734
1982-12-06,239.29,0.22931483607068656,1,1.223801974121619,1.223801974121619
1982-12-07,240.65,0.22903269748464225,1,1.2307574285275926,1.2307574285275926
1982-12-08,240.7,0.22884520734921096,1,1.2310131437631062,1.2310131437631062
1982-12-09,237.24,0.2369736059129238,1,1.213317649465556,1.213317649465556
1982-12-10,233.85,0.24287892491817473,1,1.1959801564977248,1.1959801564977248
1982-12-13,233.33,0.241641936686635,1,1.1933207180483822,1.1933207180483822
1982-12-14,231.33,0.24286767267882822,1,1.183092108627833,1.183092108627833
1982-12-15,225.69,0.2457195444524288,1,1.154247430061884,1.154247430061884
1982-12-16,225.6,0.2450722584992647,1,1.1537871426379591,1.1537871426379591
1982-12-17,228.93,0.1884018698126078,1,1.1708177773231738,1.1708177773231738
1982-12-20,227.88,0.19842400153875353,1,1.1654477573773854,1.1654477573773854
1982-12-21,228.52,0.192979197332263,1,1.168720912391961,1.168720912391961
1982-12-22,231.04,0.192979197332263,1,1.1816089602618531,1.1816089602618531
1982-12-23,232.33,0.1920951822191477,1,1.1882064133381076,1.1882064133381076
1982-12-27,233.2,0.1884391115397215,1,1.1926558584360465,1.1926558584360465
1982-12-28,232.2,0.19003477444648745,1,1.1875415537257719,1.1875415537257719
1982-12-29,232.27,0.19324315277636053,1,1.1878995550554914,1.1878995550554914
1982-12-30,231.28,0.19049115789830687,1,1.1828363933923194,1.1828363933923194
1982-12-31,232.41,0.1832840846270323,1,1.1886155577149298,1.1886155577149298
1983-01-03,230.59,0.20373797787427905,1,1.1793075231422299,1.1793075231422299
1983-01-04,231.64,0.20249858124256137,1,1.184677543088018,1.184677543088018
1983-01-05,232.73,0.20298913305699828,1,1.1902521352222173,1.1902521352222173
1983-01-06,236.61,0.20018361507058147,1,1.2100956374980831,1.2100956374980831
1983-01-07,238.6,0.17993614636212588,1,1.2202731038715295,1.2202731038715295
1983-01-10,240.94,0.1590866449803114,1,1.2322405768935722,1.2322405768935722
1983-01-11,240.85,0.15888417358994483,1,1.2317802894696475,1.2317802894696475
1983-01-12,242.9,0.15852000085189938,1,1.2422646141257103,1.2422646141257103
1983-01-13,243.48,0.15803985423892736,1,1.2452309108576696,1.2452309108576696
1983-01-14,245.63,0.1585706303410232,1,1.25622666598476,1.25622666598476
1983-01-17,247.14,0.1588455083362758,1,1.2639492660972746,1.2639492660972746
1983-01-18,246.7,0.15897032977566122,1,1.2616989720247538,1.2616989720247538
1983-01-19,245.2,0.16095509040653705,1,1.2540275149593418,1.2540275149593418
1983-01-20,245.99,0.15941506051942705,1,1.258067815680459,1.258067815680459
1983-01-21,243.97,0.16338621764928102,1,1.2477369201657043,1.2477369201657043
1983-01-24,236.73,0.17708420972824096,1,1.2107093540633158,1.2107093540633158
1983-01-25,239.19,0.17614630642831325,1,1.2232905436505916,1.2232905436505916
1983-01-26,241.43,0.1734621882021427,1,1.234746586201607,1.234746586201607
1983-01-27,245.44,0.161583215329051,1,1.255254948089808,1.255254948089808
1983-01-28,246.93,0.1422589968070388,1,1.2628752621081174,1.2628752621081174
1983-01-31,248.35,0.14262805153802038,1,1.2701375747967072,1.2701375747967072
1983-02-01,248.15,0.1432485978230834,1,1.2691147138546524,1.2691147138546524
1983-02-02,248.28,0.1427612674534321,1,1.2697795734669879,1.2697795734669879
1983-02-03,249.44,0.1426297353692353,1,1.2757121669309064,1.2757121669309064
1983-02-04,251.65,0.1304739087164402,1,1.2870147803406136,1.2870147803406136
1983-02-07,252.02,0.12944950557276608,1,1.2889070730834151,1.2889070730834151
1983-02-08,251.1,0.1294849535726011,1,1.2842019127499624,1.2842019127499624
1983-02-09,251.38,0.1294527111850679,1,1.2856339180688392,1.2856339180688392
1983-02-10,254.77,0.1296849974706769,1,1.3029714110366704,1.3029714110366704
1983-02-11,256.64,0.12980940400585533,1,1.3125351608448839,1.3125351608448839
1983-02-14,258.67,0.13110854218676687,1,1.3229171994067415,1.3229171994067415
1983-02-15,259.06,0.13284324596598746,1,1.3249117782437483,1.3249117782437483
1983-02-16,259.07,0.13144706443846227,1,1.3249629212908511,1.3249629212908511
1983-02-17,259.0,0.13225516418889166,1,1.3246049199611318,1.3246049199611318
1983-02-18,261.29,0.13466579907536508,1,1.3363166777476607,1.3363166777476607
1983-02-22,259.18,0.1352967766389251,1,1.3255254948089812,1.3255254948089812
1983-02-23,259.99,0.13098483740314842,1,1.3296680816243036,1.3296680816243036
1983-02-24,262.31,0.13139092384800316,1,1.3415332685521408,1.3415332685521408
1983-02-25,262.44,0.13083275801464916,1,1.3421981281644764,1.3421981281644764
1983-02-28,260.67,0.1355143252104521,1,1.3331458088272903,1.3331458088272903
1983-03-01,261.82,0.1551917813464999,1,1.339027259244106,1.339027259244106
1983-03-02,263.4,0.15455174294561147,1,1.3471078606863398,1.3471078606863398
1983-03-03,265.21,0.15426981297582387,1,1.356364752211937,1.356364752211937
1983-03-04,265.94,0.15543654316365718,1,1.3600981946504376,1.3600981946504376
1983-03-07,265.39,0.15195763518363237,1,1.3572853270597864,1.3572853270597864
1983-03-08,263.16,0.1424808155089617,1,1.3458804275558742,1.3458804275558742
1983-03-09,265.06,0.13461761058270932,1,1.3555976065053958,1.3555976065053958
1983-03-10,266.08,0.13348488205075265,1,1.3608141973098757,1.3608141973098757
1983-03-11,266.18,0.1362429314568639,1,1.3613256277809034,1.3613256277809034
1983-03-14,264.34,0.14338890344798566,1,1.3519153071139978,1.3519153071139978
1983-03-15,264.25,0.1486016071677208,1,1.3514550196900732,1.3514550196900732
1983-03-16,264.66,0.14008638423830272,1,1.353551884621286,1.353551884621286
1983-03-17,264.01,0.16372871558368207,1,1.3502275865596072,1.3502275865596072
1983-03-18,265.01,0.15481658811867238,1,1.355341891269882,1.355341891269882
1983-03-21,266.37,0.15373790796101094,1,1.3622973456758556,1.3622973456758556
1983-03-22,267.52,0.15234745453298093,1,1.3681787960926712,1.3681787960926712
1983-03-23,269.26,0.15130622751265765,1,1.377077686288549,1.377077686288549
1983-03-24,270.37,0.1368072132855654,1,1.3827545645169539,1.3827545645169539
1983-03-25,270.89,0.1518246538117528,1,1.3854140029662965,1.3854140029662965
1983-03-28,269.15,0.1520055874362588,1,1.3765151127704185,1.3765151127704185
1983-03-29,268.77,0.15817135359346868,1,1.3745716769805143,1.3745716769805143
1983-03-30,270.76,0.14978980059921743,1,1.3847491433539607,1.3847491433539607
1983-03-31,270.8,0.16224777670055626,1,1.3849537155423717,1.3849537155423717
1983-04-04,268.73,0.2800656103849411,1,1.3743671047921031,1.3743671047921031
1983-04-05,268.83,0.2800656103849411,1,1.3748785352631305,1.3748785352631305
1983-04-06,266.47,0.4357531315803528,1,1.3628087761468826,1.3628087761468826
1983-04-07,266.74,0.4166999406337738,1,1.3641896384186565,1.3641896384186565
1983-04-08,268.1,0.28844976022243496,1,1.37114509282463,1.37114509282463
1983-04-11,270.81,0.2047082266688347,1,1.3850048585894743,1.3850048585894743
1983-04-12,272.73,0.19985275312662124,1,1.3948243236332016,1.3948243236332016
1983-04-13,275.93,0.19730530276298522,1,1.4111900987060806,1.4111900987060806
1983-04-14,278.81,0.20195051624774932,1,1.4259192962716716,1.4259192962716716
1983-04-15,281.6,0.19828418239355086,1,1.440188206413338,1.440188206413338
1983-04-18,282.23,0.19765233836770058,1,1.443410218380811,1.443410218380811
1983-04-19,281.86,0.18750182508826255,1,1.4415179256380095,1.4415179256380095
1983-04-20,284.81,0.18750182508826255,1,1.4566051245333196,1.4566051245333196
1983-04-21,286.84,0.18750182508826255,1,1.4669871630951767,1.4669871630951767
1983-04-22,288.55,0.18638746410012244,1,1.4757326241497466,1.4757326241497466
1983-04-25,286.58,0.20188138231039046,1,1.4656574438705054,1.4656574438705054
1983-04-26,288.11,0.18610377579331397,1,1.473482330077226,1.473482330077226
1983-04-27,288.93,0.18642272397279738,1,1.4776760599396512,1.4776760599396512
1983-04-28,290.84,0.18518473550081252,1,1.4874443819362755,1.4874443819362755
1983-04-29,293.06,0.1793716360569,1,1.4987981383930853,1.4987981383930853
1983-05-02,290.54,0.2133272805571556,1,1.4859100905231932,1.4859100905231932
1983-05-03,289.65,0.2724655115365982,1,1.4813583593310486,1.4813583593310486
1983-05-04,293.21,0.18805600268244743,1,1.4995652840996263,1.4995652840996263
1983-05-05,297.32,0.19076192317008972,1,1.520585076458855,1.520585076458855
1983-05-06,301.64,0.18855319110155105,1,1.5426788728072416,1.5426788728072416
1983-05-09,302.65,0.1775712936103344,1,1.547844320564619,1.547844320564619
1983-05-10,304.34,0.1775712936103344,1,1.5564874955249832,1.5564874955249832
1983-05-11,302.89,0.16209007958769797,1,1.549071753695085,1.549071753695085
1983-05-12,302.15,0.1859269120812416,1,1.5452871682094818,1.5452871682094818
1983-05-13,303.75,0.1593121529638767,1,1.5534700557459213,1.5534700557459213
1983-05-16,299.6,0.3404388434171677,1,1.5322456911982818,1.5322456911982818
1983-05-17,301.02,0.21964896256923674,1,1.5395080038868718,1.5395080038868718
1983-05-18,303.51,0.16426462094187735,1,1.552242622615456,1.552242622615456
1983-05-19,302.82,0.19057243381738664,1,1.5487137523653665,1.5487137523653665
1983-05-20,303.56,0.1345878445625305,1,1.5524983378509698,1.5524983378509698
1983-05-23,303.86,0.1529032035648823,1,1.5540326292640523,1.5540326292640523
